t,MV,PV,DV
5.200000000000000000e+01,7.000000000000000000e+01,3.988000000000000256e+01,5.000000000000000000e+01
5.300000000000000000e+01,7.000000000000000000e+01,3.946000000000000085e+01,5.000000000000000000e+01
5.400000000000000000e+01,7.000000000000000000e+01,4.020000000000000284e+01,5.000000000000000000e+01
5.500000000000000000e+01,7.000000000000000000e+01,4.061999999999999744e+01,5.000000000000000000e+01
5.600000000000000000e+01,7.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
5.700000000000000000e+01,7.000000000000000000e+01,3.978000000000000114e+01,5.000000000000000000e+01
5.800000000000000000e+01,7.000000000000000000e+01,4.027000000000000313e+01,5.000000000000000000e+01
5.900000000000000000e+01,7.000000000000000000e+01,4.017000000000000171e+01,5.000000000000000000e+01
6.000000000000000000e+01,7.000000000000000000e+01,4.032999999999999829e+01,5.000000000000000000e+01
6.100000000000000000e+01,7.000000000000000000e+01,4.027000000000000313e+01,5.000000000000000000e+01
6.200000000000000000e+01,7.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
6.300000000000000000e+01,7.000000000000000000e+01,4.027000000000000313e+01,5.000000000000000000e+01
6.400000000000000000e+01,7.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
6.500000000000000000e+01,7.000000000000000000e+01,4.010999999999999943e+01,5.000000000000000000e+01
6.600000000000000000e+01,7.000000000000000000e+01,4.061999999999999744e+01,5.000000000000000000e+01
6.700000000000000000e+01,7.000000000000000000e+01,4.020000000000000284e+01,5.000000000000000000e+01
6.800000000000000000e+01,7.000000000000000000e+01,4.075000000000000000e+01,5.000000000000000000e+01
6.900000000000000000e+01,7.000000000000000000e+01,4.164999999999999858e+01,5.000000000000000000e+01
7.000000000000000000e+01,7.000000000000000000e+01,4.085000000000000142e+01,5.000000000000000000e+01
7.100000000000000000e+01,7.000000000000000000e+01,4.181000000000000227e+01,5.000000000000000000e+01
7.200000000000000000e+01,7.000000000000000000e+01,4.088000000000000256e+01,5.000000000000000000e+01
7.300000000000000000e+01,7.000000000000000000e+01,4.052000000000000313e+01,5.000000000000000000e+01
7.400000000000000000e+01,7.000000000000000000e+01,4.107000000000000028e+01,5.000000000000000000e+01
7.500000000000000000e+01,7.000000000000000000e+01,4.059000000000000341e+01,5.000000000000000000e+01
7.600000000000000000e+01,7.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
7.700000000000000000e+01,7.000000000000000000e+01,4.103999999999999915e+01,5.000000000000000000e+01
7.800000000000000000e+01,7.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
7.900000000000000000e+01,7.000000000000000000e+01,4.097999999999999687e+01,5.000000000000000000e+01
8.000000000000000000e+01,7.000000000000000000e+01,4.135999999999999943e+01,5.000000000000000000e+01
8.100000000000000000e+01,7.000000000000000000e+01,4.139000000000000057e+01,5.000000000000000000e+01
8.200000000000000000e+01,7.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
8.300000000000000000e+01,7.000000000000000000e+01,4.229999999999999716e+01,5.000000000000000000e+01
8.400000000000000000e+01,7.000000000000000000e+01,4.161999999999999744e+01,5.000000000000000000e+01
8.500000000000000000e+01,7.000000000000000000e+01,4.156000000000000227e+01,5.000000000000000000e+01
8.600000000000000000e+01,7.000000000000000000e+01,4.171999999999999886e+01,5.000000000000000000e+01
8.700000000000000000e+01,7.000000000000000000e+01,4.159000000000000341e+01,5.000000000000000000e+01
8.800000000000000000e+01,7.000000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01
8.900000000000000000e+01,7.000000000000000000e+01,4.156000000000000227e+01,5.000000000000000000e+01
9.000000000000000000e+01,7.000000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01
9.100000000000000000e+01,7.000000000000000000e+01,4.149000000000000199e+01,5.000000000000000000e+01
9.200000000000000000e+01,7.000000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01
9.300000000000000000e+01,7.000000000000000000e+01,4.300999999999999801e+01,5.000000000000000000e+01
9.400000000000000000e+01,7.000000000000000000e+01,4.200999999999999801e+01,5.000000000000000000e+01
9.500000000000000000e+01,7.000000000000000000e+01,4.275000000000000000e+01,5.000000000000000000e+01
9.600000000000000000e+01,7.000000000000000000e+01,4.217000000000000171e+01,5.000000000000000000e+01
9.700000000000000000e+01,7.000000000000000000e+01,4.188000000000000256e+01,5.000000000000000000e+01
9.800000000000000000e+01,7.000000000000000000e+01,4.220000000000000284e+01,5.000000000000000000e+01
9.900000000000000000e+01,7.000000000000000000e+01,4.225999999999999801e+01,5.000000000000000000e+01
1.000000000000000000e+02,7.000000000000000000e+01,4.225999999999999801e+01,5.000000000000000000e+01
1.010000000000000000e+02,7.000000000000000000e+01,4.239000000000000057e+01,5.000000000000000000e+01
1.020000000000000000e+02,7.000000000000000000e+01,4.242999999999999972e+01,5.000000000000000000e+01
1.030000000000000000e+02,7.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
1.040000000000000000e+02,7.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
1.050000000000000000e+02,7.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
1.060000000000000000e+02,7.000000000000000000e+01,4.254999999999999716e+01,5.000000000000000000e+01
1.070000000000000000e+02,7.000000000000000000e+01,4.259000000000000341e+01,5.000000000000000000e+01
1.080000000000000000e+02,7.000000000000000000e+01,4.261999999999999744e+01,5.000000000000000000e+01
1.090000000000000000e+02,7.000000000000000000e+01,4.278000000000000114e+01,5.000000000000000000e+01
1.100000000000000000e+02,7.000000000000000000e+01,4.259000000000000341e+01,5.000000000000000000e+01
1.110000000000000000e+02,7.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
1.120000000000000000e+02,7.000000000000000000e+01,4.235999999999999943e+01,5.000000000000000000e+01
1.130000000000000000e+02,7.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
1.140000000000000000e+02,7.000000000000000000e+01,4.235999999999999943e+01,5.000000000000000000e+01
1.150000000000000000e+02,7.000000000000000000e+01,4.303999999999999915e+01,5.000000000000000000e+01
1.160000000000000000e+02,7.000000000000000000e+01,4.246000000000000085e+01,5.000000000000000000e+01
1.170000000000000000e+02,7.000000000000000000e+01,4.310000000000000142e+01,5.000000000000000000e+01
1.180000000000000000e+02,7.000000000000000000e+01,4.303999999999999915e+01,5.000000000000000000e+01
1.190000000000000000e+02,7.000000000000000000e+01,4.307000000000000028e+01,5.000000000000000000e+01
1.200000000000000000e+02,7.000000000000000000e+01,4.335999999999999943e+01,5.000000000000000000e+01
1.210000000000000000e+02,7.000000000000000000e+01,4.310000000000000142e+01,5.000000000000000000e+01
1.220000000000000000e+02,7.000000000000000000e+01,4.288000000000000256e+01,5.000000000000000000e+01
1.230000000000000000e+02,7.000000000000000000e+01,4.317000000000000171e+01,5.000000000000000000e+01
1.240000000000000000e+02,7.000000000000000000e+01,4.271999999999999886e+01,5.000000000000000000e+01
1.250000000000000000e+02,7.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
1.260000000000000000e+02,7.000000000000000000e+01,4.284000000000000341e+01,5.000000000000000000e+01
1.270000000000000000e+02,7.000000000000000000e+01,4.339000000000000057e+01,5.000000000000000000e+01
1.280000000000000000e+02,7.000000000000000000e+01,4.288000000000000256e+01,5.000000000000000000e+01
1.290000000000000000e+02,7.000000000000000000e+01,4.346000000000000085e+01,5.000000000000000000e+01
1.300000000000000000e+02,7.000000000000000000e+01,4.339000000000000057e+01,5.000000000000000000e+01
1.310000000000000000e+02,7.000000000000000000e+01,4.349000000000000199e+01,5.000000000000000000e+01
1.320000000000000000e+02,7.000000000000000000e+01,4.288000000000000256e+01,5.000000000000000000e+01
1.330000000000000000e+02,7.000000000000000000e+01,4.352000000000000313e+01,5.000000000000000000e+01
1.340000000000000000e+02,7.000000000000000000e+01,4.361999999999999744e+01,5.000000000000000000e+01
1.350000000000000000e+02,7.000000000000000000e+01,4.367999999999999972e+01,5.000000000000000000e+01
1.360000000000000000e+02,7.000000000000000000e+01,4.354999999999999716e+01,5.000000000000000000e+01
1.370000000000000000e+02,7.000000000000000000e+01,4.375000000000000000e+01,5.000000000000000000e+01
1.380000000000000000e+02,7.000000000000000000e+01,4.446000000000000085e+01,5.000000000000000000e+01
1.390000000000000000e+02,7.000000000000000000e+01,4.371000000000000085e+01,5.000000000000000000e+01
1.400000000000000000e+02,7.000000000000000000e+01,4.525999999999999801e+01,5.000000000000000000e+01
1.410000000000000000e+02,7.000000000000000000e+01,4.384000000000000341e+01,5.000000000000000000e+01
1.420000000000000000e+02,7.000000000000000000e+01,4.393999999999999773e+01,5.000000000000000000e+01
1.430000000000000000e+02,7.000000000000000000e+01,4.390999999999999659e+01,5.000000000000000000e+01
1.440000000000000000e+02,7.000000000000000000e+01,4.381000000000000227e+01,5.000000000000000000e+01
1.450000000000000000e+02,7.000000000000000000e+01,4.400000000000000000e+01,5.000000000000000000e+01
1.460000000000000000e+02,7.000000000000000000e+01,4.454999999999999716e+01,5.000000000000000000e+01
1.470000000000000000e+02,7.000000000000000000e+01,4.403999999999999915e+01,5.000000000000000000e+01
1.480000000000000000e+02,7.000000000000000000e+01,4.364999999999999858e+01,5.000000000000000000e+01
1.490000000000000000e+02,7.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
1.500000000000000000e+02,7.000000000000000000e+01,4.407000000000000028e+01,5.000000000000000000e+01
1.510000000000000000e+02,7.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
1.520000000000000000e+02,7.000000000000000000e+01,4.417000000000000171e+01,5.000000000000000000e+01
1.530000000000000000e+02,7.000000000000000000e+01,4.417000000000000171e+01,5.000000000000000000e+01
1.540000000000000000e+02,7.000000000000000000e+01,4.428999999999999915e+01,5.000000000000000000e+01
1.550000000000000000e+02,7.000000000000000000e+01,4.467999999999999972e+01,5.000000000000000000e+01
1.560000000000000000e+02,7.000000000000000000e+01,4.435999999999999943e+01,5.000000000000000000e+01
1.570000000000000000e+02,7.000000000000000000e+01,4.490999999999999659e+01,5.000000000000000000e+01
1.580000000000000000e+02,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.590000000000000000e+02,7.000000000000000000e+01,4.432999999999999829e+01,5.000000000000000000e+01
1.600000000000000000e+02,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.610000000000000000e+02,7.000000000000000000e+01,4.422999999999999687e+01,5.000000000000000000e+01
1.620000000000000000e+02,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.630000000000000000e+02,7.000000000000000000e+01,4.413000000000000256e+01,5.000000000000000000e+01
1.640000000000000000e+02,7.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
1.650000000000000000e+02,7.000000000000000000e+01,4.417000000000000171e+01,5.000000000000000000e+01
1.660000000000000000e+02,7.000000000000000000e+01,4.446000000000000085e+01,5.000000000000000000e+01
1.670000000000000000e+02,7.000000000000000000e+01,4.420000000000000284e+01,5.000000000000000000e+01
1.680000000000000000e+02,7.000000000000000000e+01,4.449000000000000199e+01,5.000000000000000000e+01
1.690000000000000000e+02,7.000000000000000000e+01,4.454999999999999716e+01,5.000000000000000000e+01
1.700000000000000000e+02,7.000000000000000000e+01,4.464999999999999858e+01,5.000000000000000000e+01
1.710000000000000000e+02,7.000000000000000000e+01,4.425999999999999801e+01,5.000000000000000000e+01
1.720000000000000000e+02,7.000000000000000000e+01,4.461999999999999744e+01,5.000000000000000000e+01
1.730000000000000000e+02,7.000000000000000000e+01,4.428999999999999915e+01,5.000000000000000000e+01
1.740000000000000000e+02,7.000000000000000000e+01,4.454999999999999716e+01,5.000000000000000000e+01
1.750000000000000000e+02,7.000000000000000000e+01,4.461999999999999744e+01,5.000000000000000000e+01
1.760000000000000000e+02,7.000000000000000000e+01,4.478000000000000114e+01,5.000000000000000000e+01
1.770000000000000000e+02,7.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
1.780000000000000000e+02,7.000000000000000000e+01,4.488000000000000256e+01,5.000000000000000000e+01
1.790000000000000000e+02,7.000000000000000000e+01,4.488000000000000256e+01,5.000000000000000000e+01
1.800000000000000000e+02,7.000000000000000000e+01,4.496999999999999886e+01,5.000000000000000000e+01
1.810000000000000000e+02,7.000000000000000000e+01,4.493999999999999773e+01,5.000000000000000000e+01
1.820000000000000000e+02,7.000000000000000000e+01,4.493999999999999773e+01,5.000000000000000000e+01
1.830000000000000000e+02,7.000000000000000000e+01,4.503999999999999915e+01,5.000000000000000000e+01
1.840000000000000000e+02,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
1.850000000000000000e+02,7.000000000000000000e+01,4.490999999999999659e+01,5.000000000000000000e+01
1.860000000000000000e+02,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
1.870000000000000000e+02,7.000000000000000000e+01,4.454999999999999716e+01,5.000000000000000000e+01
1.880000000000000000e+02,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
1.890000000000000000e+02,7.000000000000000000e+01,4.457999999999999829e+01,5.000000000000000000e+01
1.900000000000000000e+02,7.000000000000000000e+01,4.513000000000000256e+01,5.000000000000000000e+01
1.910000000000000000e+02,7.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
1.920000000000000000e+02,7.000000000000000000e+01,4.507000000000000028e+01,5.000000000000000000e+01
1.930000000000000000e+02,7.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
1.940000000000000000e+02,7.000000000000000000e+01,4.517000000000000171e+01,5.000000000000000000e+01
1.950000000000000000e+02,7.000000000000000000e+01,4.484000000000000341e+01,5.000000000000000000e+01
1.960000000000000000e+02,7.000000000000000000e+01,4.525999999999999801e+01,5.000000000000000000e+01
1.970000000000000000e+02,7.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
1.980000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
1.990000000000000000e+02,7.000000000000000000e+01,4.493999999999999773e+01,5.000000000000000000e+01
2.000000000000000000e+02,7.000000000000000000e+01,4.546000000000000085e+01,5.000000000000000000e+01
2.010000000000000000e+02,7.000000000000000000e+01,4.539000000000000057e+01,5.000000000000000000e+01
2.020000000000000000e+02,7.000000000000000000e+01,4.552000000000000313e+01,5.000000000000000000e+01
2.030000000000000000e+02,7.000000000000000000e+01,4.542000000000000171e+01,5.000000000000000000e+01
2.040000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
2.050000000000000000e+02,7.000000000000000000e+01,4.557999999999999829e+01,5.000000000000000000e+01
2.060000000000000000e+02,7.000000000000000000e+01,4.564999999999999858e+01,5.000000000000000000e+01
2.070000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.080000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.090000000000000000e+02,7.000000000000000000e+01,4.564999999999999858e+01,5.000000000000000000e+01
2.100000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.110000000000000000e+02,7.000000000000000000e+01,4.522999999999999687e+01,5.000000000000000000e+01
2.120000000000000000e+02,7.000000000000000000e+01,4.575000000000000000e+01,5.000000000000000000e+01
2.130000000000000000e+02,7.000000000000000000e+01,4.561999999999999744e+01,5.000000000000000000e+01
2.140000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.150000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.160000000000000000e+02,7.000000000000000000e+01,4.593999999999999773e+01,5.000000000000000000e+01
2.170000000000000000e+02,7.000000000000000000e+01,4.586999999999999744e+01,5.000000000000000000e+01
2.180000000000000000e+02,7.000000000000000000e+01,4.590999999999999659e+01,5.000000000000000000e+01
2.190000000000000000e+02,7.000000000000000000e+01,4.578000000000000114e+01,5.000000000000000000e+01
2.200000000000000000e+02,7.000000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01
2.210000000000000000e+02,7.000000000000000000e+01,4.596999999999999886e+01,5.000000000000000000e+01
2.220000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.230000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.240000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.250000000000000000e+02,7.000000000000000000e+01,4.607000000000000028e+01,5.000000000000000000e+01
2.260000000000000000e+02,7.000000000000000000e+01,4.625999999999999801e+01,5.000000000000000000e+01
2.270000000000000000e+02,7.000000000000000000e+01,4.607000000000000028e+01,5.000000000000000000e+01
2.280000000000000000e+02,7.000000000000000000e+01,4.571000000000000085e+01,5.000000000000000000e+01
2.290000000000000000e+02,7.000000000000000000e+01,4.615999999999999659e+01,5.000000000000000000e+01
2.300000000000000000e+02,7.000000000000000000e+01,4.584000000000000341e+01,5.000000000000000000e+01
2.310000000000000000e+02,7.000000000000000000e+01,4.625999999999999801e+01,5.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.330000000000000000e+02,7.000000000000000000e+01,4.607000000000000028e+01,5.000000000000000000e+01
2.340000000000000000e+02,7.000000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01
2.350000000000000000e+02,7.000000000000000000e+01,4.661999999999999744e+01,5.000000000000000000e+01
2.360000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.370000000000000000e+02,7.000000000000000000e+01,4.581000000000000227e+01,5.000000000000000000e+01
2.380000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.390000000000000000e+02,7.000000000000000000e+01,4.603999999999999915e+01,5.000000000000000000e+01
2.400000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.410000000000000000e+02,7.000000000000000000e+01,4.635999999999999943e+01,5.000000000000000000e+01
2.420000000000000000e+02,7.000000000000000000e+01,4.642000000000000171e+01,5.000000000000000000e+01
2.430000000000000000e+02,7.000000000000000000e+01,4.645000000000000284e+01,5.000000000000000000e+01
2.440000000000000000e+02,7.000000000000000000e+01,4.696999999999999886e+01,5.000000000000000000e+01
2.450000000000000000e+02,7.000000000000000000e+01,4.645000000000000284e+01,5.000000000000000000e+01
2.460000000000000000e+02,7.000000000000000000e+01,4.593999999999999773e+01,5.000000000000000000e+01
2.470000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.480000000000000000e+02,7.000000000000000000e+01,4.652000000000000313e+01,5.000000000000000000e+01
2.490000000000000000e+02,7.000000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01
2.500000000000000000e+02,7.000000000000000000e+01,4.657999999999999829e+01,5.000000000000000000e+01
2.510000000000000000e+02,7.000000000000000000e+01,4.645000000000000284e+01,5.000000000000000000e+01
2.520000000000000000e+02,7.000000000000000000e+01,4.661999999999999744e+01,5.000000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.540000000000000000e+02,7.000000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01
2.550000000000000000e+02,7.000000000000000000e+01,4.654999999999999716e+01,5.000000000000000000e+01
2.560000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.570000000000000000e+02,7.000000000000000000e+01,4.645000000000000284e+01,5.000000000000000000e+01
2.580000000000000000e+02,7.000000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01
2.590000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.600000000000000000e+02,7.000000000000000000e+01,4.671000000000000085e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,4.622999999999999687e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,4.671000000000000085e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,4.671000000000000085e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,4.667999999999999972e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,4.684000000000000341e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,4.686999999999999744e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,4.615999999999999659e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,4.696999999999999886e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,4.674000000000000199e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,4.710000000000000142e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,4.652000000000000313e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,4.657999999999999829e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,4.693999999999999773e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,4.671000000000000085e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,4.674000000000000199e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,4.757999999999999829e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,4.707000000000000028e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,4.707000000000000028e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,4.661999999999999744e+01,5.000000000000000000e+01
2.840000000000000000e+02,7.000000000000000000e+01,4.700000000000000000e+01,5.000000000000000000e+01
2.850000000000000000e+02,7.000000000000000000e+01,4.710000000000000142e+01,5.000000000000000000e+01
2.860000000000000000e+02,7.000000000000000000e+01,4.722999999999999687e+01,5.000000000000000000e+01
2.870000000000000000e+02,7.000000000000000000e+01,4.674000000000000199e+01,5.000000000000000000e+01
2.880000000000000000e+02,7.000000000000000000e+01,4.728999999999999915e+01,5.000000000000000000e+01
2.890000000000000000e+02,7.000000000000000000e+01,4.722999999999999687e+01,5.000000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01,4.725999999999999801e+01,5.000000000000000000e+01
